 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"150210 CAMETA";-;-;-;39;2;1;-;1;-;-;-;1;1;1;-;1;-;-;1;-;-;2;-;-;-;50
"150215 CANAA DOS CARAJAS";-;-;-;31;1;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;1;-;-;-;37
"150220 CAPANEMA";-;-;1;11;3;3;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;1;1;-;-;24
"150230 CAPITAO POCO";-;-;-;7;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;12
"150240 CASTANHAL";-;-;1;114;12;1;-;-;-;-;-;-;-;3;1;-;-;1;2;-;-;2;-;-;-;137
"150260 COLARES";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"150270 CONCEICAO DO ARAGUAIA";-;-;-;17;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;20
"150275 CONCORDIA DO PARA";-;-;-;10;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"150276 CUMARU DO NORTE";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150277 CURIONOPOLIS";-;-;-;15;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;16
"150280 CURRALINHO";-;-;-;12;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;16
"150285 CURUA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150290 CURUCA";-;-;-;17;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;22
"150293 DOM ELISEU";-;-;-;20;2;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;-;-;-;26
"150295 ELDORADO DOS CARAJAS";-;-;-;10;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"150300 FARO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150304 FLORESTA DO ARAGUAIA";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"150307 GARRAFAO DO NORTE";-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"150309 GOIANESIA DO PARA";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"150310 GURUPA";-;-;-;14;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"150320 IGARAPE-ACU";-;-;1;21;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;25
"150330 IGARAPE-MIRI";-;-;4;19;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;26
"150340 INHANGAPI";-;-;-;3;1;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"150345 IPIXUNA DO PARA";-;-;-;15;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;17
"150350 IRITUIA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150360 ITAITUBA";-;-;-;92;6;-;2;-;-;-;2;-;-;4;1;-;-;-;1;-;-;1;1;-;-;110
"150370 ITUPIRANGA";-;-;-;30;1;2;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;36
"150375 JACAREACANGA";-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"150380 JACUNDA";-;-;-;14;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"150390 JURUTI";-;-;-;14;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;19
"150400 LIMOEIRO DO AJURU";-;-;-;8;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"150405 MAE DO RIO";-;-;-;8;4;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;15
"150410 MAGALHAES BARATA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150420 MARABA";-;-;-;175;3;17;-;-;-;-;2;2;-;7;3;-;-;-;-;-;-;3;-;-;-;212
"150430 MARACANA";-;-;-;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150440 MARAPANIM";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"150442 MARITUBA";-;-;-;34;10;3;1;-;-;-;2;-;1;1;-;-;-;-;-;-;-;3;-;-;-;55
"150445 MEDICILANDIA";-;-;1;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;11
"150450 MELGACO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150460 MOCAJUBA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"150470 MOJU";-;-;3;7;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;16
"150475 MOJUI DOS CAMPOS";-;-;-;5;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;8
"150480 MONTE ALEGRE";-;-;8;49;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;60
"150490 MUANA";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"150497 NOVA IPIXUNA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150500 NOVA TIMBOTEUA";-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"150503 NOVO PROGRESSO";-;-;-;18;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"150506 NOVO REPARTIMENTO";-;-;-;17;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;20
"150510 OBIDOS";-;-;6;26;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;36
"150520 OEIRAS DO PARA";-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"150530 ORIXIMINA";-;-;-;51;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;56
"150540 OUREM";-;-;-;5;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;10
"150543 OURILANDIA DO NORTE";-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;13
"150548 PACAJA";-;-;-;8;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;14
"150549 PALESTINA DO PARA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150550 PARAGOMINAS";-;-;-;35;3;2;-;1;-;-;1;4;1;1;1;-;-;-;2;-;-;9;-;-;-;60
"150553 PARAUAPEBAS";-;-;-;125;4;1;1;-;-;-;-;-;-;7;1;-;-;1;1;-;-;1;-;-;-;142
"150555 PAU D'ARCO";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"150563 PICARRA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"150565 PLACAS";-;-;1;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"150570 PONTA DE PEDRAS";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150580 PORTEL";-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;17
"150590 PORTO DE MOZ";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150600 PRAINHA";-;-;1;17;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"150610 PRIMAVERA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;5
"150611 QUATIPURU";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150613 REDENCAO";-;-;-;92;2;4;-;-;-;-;-;1;1;2;2;-;-;-;-;-;-;4;-;-;-;108
"150616 RIO MARIA";-;-;-;11;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;15
"150618 RONDON DO PARA";-;-;-;19;2;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;25
"150619 RUROPOLIS";-;-;1;8;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;13
"150620 SALINOPOLIS";-;-;-;16;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;24
"150630 SALVATERRA";-;-;-;10;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;13
"150635 SANTA BARBARA DO PARA";-;-;-;7;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;9
"150640 SANTA CRUZ DO ARARI";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"150650 SANTA IZABEL DO PARA";-;-;-;20;5;2;-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;1;-;-;-;32
"150655 SANTA LUZIA DO PARA";-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150658 SANTA MARIA DAS BARREIRAS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150660 SANTA MARIA DO PARA";-;-;1;14;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;17
"150670 SANTANA DO ARAGUAIA";-;-;-;13;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"150680 SANTAREM";-;-;2;235;25;7;5;-;-;-;3;1;1;5;-;1;-;2;1;-;-;-;1;-;-;289
"150690 SANTAREM NOVO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150700 SANTO ANTONIO DO TAUA";-;-;-;6;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;10
"150710 SAO CAETANO DE ODIVELAS";-;-;-;5;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"150715 SAO DOMINGOS DO ARAGUAIA";-;-;-;14;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;16
"150720 SAO DOMINGOS DO CAPIM";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"150730 SAO FELIX DO XINGU";-;-;-;24;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;29
"150740 SAO FRANCISCO DO PARA";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"150745 SAO GERALDO DO ARAGUAIA";-;-;-;16;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;20
"150746 SAO JOAO DA PONTA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150747 SAO JOAO DE PIRABAS";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150750 SAO JOAO DO ARAGUAIA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150760 SAO MIGUEL DO GUAMA";-;-;-;13;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;17
"150770 SAO SEBASTIAO DA BOA VISTA";-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150775 SAPUCAIA";-;-;-;6;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"150780 SENADOR JOSE PORFIRIO";-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"150790 SOURE";-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"150795 TAILANDIA";-;-;-;25;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;29
"150796 TERRA ALTA";-;-;-;4;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"150797 TERRA SANTA";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"150800 TOME-ACU";-;-;-;13;2;1;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;3;-;-;-;23
"150803 TRACUATEUA";-;-;-;9;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;11
"150805 TRAIRAO";-;-;-;5;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"150808 TUCUMA";-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;31
"150810 TUCURUI";-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;15
"150812 ULIANOPOLIS";-;-;-;10;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
"150815 URUARA";-;-;-;18;-;3;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;3;-;-;-;29
"150820 VIGIA";-;-;-;18;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"150830 VISEU";-;-;-;10;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"150835 VITORIA DO XINGU";-;-;-;13;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;15
"150840 XINGUARA";-;-;5;29;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;39
"160005 SERRA DO NAVIO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"160010 AMAPA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160015 PEDRA BRANCA DO AMAPARI";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"160020 CALCOENE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160021 CUTIAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160023 FERREIRA GOMES";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"160027 LARANJAL DO JARI";-;-;-;40;1;2;2;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;48
"160030 MACAPA";-;-;1;204;23;6;2;1;-;-;3;1;1;6;-;1;-;-;-;-;-;3;3;-;-;255
"160040 MAZAGAO";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"160050 OIAPOQUE";-;-;-;8;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"160053 PORTO GRANDE";-;-;-;8;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"160055 PRACUUBA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160060 SANTANA";-;-;1;43;6;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;55
"160070 TARTARUGALZINHO";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"160080 VITORIA DO JARI";-;-;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"170025 ABREULANDIA";-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"170030 AGUIARNOPOLIS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170035 ALIANCA DO TOCANTINS";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"170040 ALMAS";-;-;-;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"170070 ALVORADA";-;-;-;12;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"170100 ANANAS";-;-;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"170110 APARECIDA DO RIO NEGRO";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;5
"170130 ARAGOMINAS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"170190 ARAGUACEMA";-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"170200 ARAGUACU";-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"170210 ARAGUAINA";-;-;-;154;7;2;-;-;-;-;2;-;2;3;-;-;-;1;2;-;-;5;2;-;-;180
"170215 ARAGUANA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"170220 ARAGUATINS";-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;21
"170230 ARAPOEMA";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;10
"170240 ARRAIAS";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"170255 AUGUSTINOPOLIS";-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;9
"170290 AXIXA DO TOCANTINS";-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"170300 BABACULANDIA";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"170305 BANDEIRANTES DO TOCANTINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170307 BARRA DO OURO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170310 BARROLANDIA";-;-;-;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"170320 BERNARDO SAYAO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170360 BRASILANDIA DO TOCANTINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170370 BREJINHO DE NAZARE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170380 BURITI DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"170382 CACHOEIRINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"170384 CAMPOS LINDOS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170386 CARIRI DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"170388 CARMOLANDIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170389 CARRASCO BONITO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170390 CASEARA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"170410 CENTENARIO";-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"170510 CHAPADA DA NATIVIDADE";-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"170550 COLINAS DO TOCANTINS";-;-;-;30;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
"170560 CONCEICAO DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"170600 COUTO MAGALHAES";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"170610 CRISTALANDIA";-;-;-;4;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"170650 DARCINOPOLIS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170700 DIANOPOLIS";-;-;-;10;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"170710 DIVINOPOLIS DO TOCANTINS";-;-;-;3;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;-;-;7
"170720 DOIS IRMAOS DO TOCANTINS";-;-;-;3;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"170730 DUERE";-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"170740 ESPERANTINA";-;-;-;4;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"170755 FATIMA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170765 FIGUEIROPOLIS";-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"170770 FILADELFIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170820 FORMOSO DO ARAGUAIA";-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;12
"170825 FORTALEZA DO TABOCAO";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170830 GOIANORTE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170900 GOIATINS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170930 GUARAI";-;-;-;18;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;21
"170950 GURUPI";-;-;-;44;2;1;2;-;-;-;2;1;1;2;1;-;-;-;-;-;-;1;-;-;-;57
"170980 IPUEIRAS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171050 ITACAJA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"171070 ITAGUATINS";-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"171090 ITAPIRATINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171110 ITAPORA DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"171150 JAU DO TOCANTINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171180 JUARINA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171190 LAGOA DA CONFUSAO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"171195 LAGOA DO TOCANTINS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"171200 LAJEADO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"171215 LAVANDEIRA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171250 MARIANOPOLIS DO TOCANTINS";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"171280 MAURILANDIA DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171320 MIRACEMA DO TOCANTINS";-;-;3;10;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"171330 MIRANORTE";-;-;1;9;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"171360 MONTE DO CARMO";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"171370 MONTE SANTO DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"171380 PALMEIRAS DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171395 MURICILANDIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171420 NATIVIDADE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171430 NAZARE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171488 NOVA OLINDA";-;-;-;9;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;11
